Timestamp,Where did you reserve your Steam Deck?,Which model did you reserve?,What is your estimate?,What is your timestamp?,How experienced are you with Linux?,Would you like to Dual Boot Windows on your Steam Deck?
19/01/2022 23:51:20,EU,512 GB,Q2 (Used to be Q1),1626628744,I am still using Linux frequently.,No
19/01/2022 23:51:25,US,512 GB,After Q2 (Used to be Q2),1626892014,I have no Linux experience,No
19/01/2022 23:52:23,US,256 GB,Q2 (Used to be Q1),12:41 pm,I tried it once or twice before.,Yes
19/01/2022 23:52:35,EU,512 GB,Q2 (Used to be Q1),1626458631,I am still using Linux frequently.,No
19/01/2022 23:52:54,US,256 GB,Q2 (Used to be Q1),10:40 am,I tried it once or twice before.,Yes
19/01/2022 23:52:57,US,512 GB,Q1 (Used to be December),10:00 AM ET,I tried it once or twice before.,No
19/01/2022 23:53:24,US,256 GB,After Q2 (No change),1633117114,I am still using Linux frequently.,Yes
19/01/2022 23:54:19,EU,256 GB,Q1 (Used to be December),1626456331,I am still using Linux frequently.,No
19/01/2022 23:54:35,US,512 GB,Q2 (Used to be Q1),11:51,I have no Linux experience,No
19/01/2022 23:55:03,US,512 GB,Q2 (Used to be Q1),1626455390,I tried it once or twice before.,No
19/01/2022 23:56:26,US,512 GB,Q1 (Used to be December),1:00,I have no Linux experience,No
19/01/2022 23:57:06,UK,64 GB,Q1 (Used to be December),1626455249,I have no Linux experience,No
19/01/2022 23:57:20,US,64 GB,Q1 (Used to be December),1626455732,I used Linux frequently in the past.,Yes
19/01/2022 23:58:06,EU,512 GB,Q2 (Used to be Q1),ur mom,I have no Linux experience,Yes
19/01/2022 23:58:27,UK,256 GB,Q2 (Used to be Q1),1626455996,I am still using Linux frequently.,No
19/01/2022 23:58:39,US,512 GB,After Q2 (No change),December 11,I have no Linux experience,No
19/01/2022 23:58:54,US,256 GB,Q1 (Still Q1),1626455535,I tried it once or twice before.,Yes
19/01/2022 23:59:00,US,512 GB,After Q2 (Used to be Q2),1626461722,I am still using Linux frequently.,No
19/01/2022 23:59:28,US,512 GB,After Q2 (Used to be Q2),1626467510,I tried it once or twice before.,No
19/01/2022 23:59:29,US,256 GB,Q2 (Still Q2),"July 16, 2021",I have no Linux experience,Yes
19/01/2022 23:59:48,US,256 GB,Q1 (Used to be December),1626455217,I am still using Linux frequently.,No
20/01/2022 00:00:15,US,256 GB,After Q2 (Used to be Q2),1630730766,I have seen it before.,Yes
20/01/2022 00:01:28,EU,512 GB,Q1 (Still Q1),21,I used Linux frequently in the past.,Yes
20/01/2022 00:02:17,EU,512 GB,After Q2 (No change),1631466409,I tried it once or twice before.,No
20/01/2022 00:02:25,EU,512 GB,Q1 (Used to be December),1626455222,"I run Linux on Servers, but not on my PC.",No
20/01/2022 00:02:58,US,512 GB,Q1 (Used to be December),1626454999,I tried it once or twice before.,Yes
20/01/2022 00:03:15,US,256 GB,Q1 (Used to be December),1626454823,I used Linux frequently in the past.,No
20/01/2022 00:03:29,US,64 GB,Q1 (Used to be December),1626455235,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 00:05:01,EU,64 GB,After Q2 (No change),1637344542,I tried it once or twice before.,Yes
20/01/2022 00:06:29,US,512 GB,Q2 (Used to be Q1),11:01,I tried it once or twice before.,No
20/01/2022 00:07:45,US,512 GB,After Q2 (No change),1635055820,I have no Linux experience,No
20/01/2022 00:08:06,EU,512 GB,Q2 (Still Q2),1626462911,I tried it once or twice before.,No
20/01/2022 00:08:14,EU,256 GB,Q1 (Used to be December),19:12,I tried it once or twice before.,No
20/01/2022 00:10:39,US,256 GB,After Q2 (Used to be Q2),1626484298,I am still using Linux frequently.,No
20/01/2022 00:10:46,EU,512 GB,Q2 (Used to be Q1),1626457286,I am still using Linux frequently.,No
20/01/2022 00:11:42,US,64 GB,Q2 (Used to be Q1),4:05pm est,I have no Linux experience,No
20/01/2022 00:12:03,US,512 GB,Q1 (Used to be December),1626454995,I tried it once or twice before.,Yes
20/01/2022 00:12:26,EU,256 GB,Q2 (Used to be Q1),1626641055,I am still using Linux frequently.,No
20/01/2022 00:13:56,US,256 GB,After Q2 (Used to be Q2),21,I have no Linux experience,No
20/01/2022 00:14:26,US,256 GB,Q1 (Still Q1),1626455278,,
20/01/2022 00:15:03,US,64 GB,After Q2 (No change),"September 18, 2021",I have seen it before.,No
20/01/2022 00:15:07,UK,512 GB,After Q2 (Used to be Q2),1626457670,I am still using Linux frequently.,Yes
20/01/2022 00:15:44,US,256 GB,Q1 (Still Q1),1626455592,I am still using Linux frequently.,Yes
20/01/2022 00:16:16,UK,512 GB,Q1 (Used to be December),18,I have no Linux experience,Yes
20/01/2022 00:17:29,US,512 GB,After Q2 (Used to be Q2),1626480969,I used Linux frequently in the past.,Yes
20/01/2022 00:18:45,UK,256 GB,After Q2 (Used to be Q2),1626694668,I have seen it before.,No
20/01/2022 00:18:55,US,256 GB,Q2 (Used to be Q1),1626458382,I have no Linux experience,Yes
20/01/2022 00:20:09,US,512 GB,Q1 (Used to be December),10:01,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 00:21:09,US,512 GB,After Q2 (Used to be Q2),1627046903,I am still using Linux frequently.,No
20/01/2022 00:21:47,US,512 GB,Q1 (Used to be December),1626454822,I have no Linux experience,Yes
20/01/2022 00:22:46,UK,512 GB,After Q2 (Used to be Q2),21,I have seen it before.,No
20/01/2022 00:23:42,US,256 GB,Q2 (Used to be Q1),11:35 am,I have no Linux experience,Yes
20/01/2022 00:23:56,US,256 GB,Q2 (Used to be Q1),1626464577,I have no Linux experience,Yes
20/01/2022 00:24:57,EU,256 GB,Q2 (Used to be Q1),1626467620,I tried it once or twice before.,Yes
20/01/2022 00:25:42,US,512 GB,Q2 (Used to be Q1),1626455615,I am still using Linux frequently.,Yes
20/01/2022 00:26:14,US,256 GB,After Q2 (Used to be Q2),"Yea I log into steam, then what? You didn't explain what to do moron. ",I have no Linux experience,No
20/01/2022 00:26:16,EU,256 GB,Q1 (Used to be December),21,I have no Linux experience,No
20/01/2022 00:27:37,US,256 GB,Q2 (Used to be Q1),1626458730,I tried it once or twice before.,Yes
20/01/2022 00:28:26,EU,256 GB,Q1 (Used to be December),1626455991,I have seen it before.,Yes
20/01/2022 00:28:42,US,256 GB,Q2 (Still Q2),?,I have no Linux experience,Yes
20/01/2022 00:29:50,EU,256 GB,After Q2 (Used to be Q2),1627664516,I am still using Linux frequently.,No
20/01/2022 00:29:52,US,512 GB,Q2 (Still Q2),"Friday, July 16",I have seen it before.,No
20/01/2022 00:29:54,US,64 GB,Q1 (Still Q1),1626456117,I am still using Linux frequently.,No
20/01/2022 00:30:12,US,256 GB,Q1 (Used to be December),1626455216,I have no Linux experience,No
20/01/2022 00:30:30,EU,256 GB,Q2 (Used to be Q1),1626710738,I am still using Linux frequently.,Yes
20/01/2022 00:31:10,EU,256 GB,Q2 (Used to be Q1),1626464938,"I run Linux on Servers, but not on my PC.",No
20/01/2022 00:33:01,US,256 GB,Q1 (Used to be December),1626454995,I tried it once or twice before.,No
20/01/2022 00:33:39,UK,512 GB,After Q2 (Used to be Q2),GMT+1,I have seen it before.,Yes
20/01/2022 00:34:03,UK,512 GB,After Q2 (No change),1634576418,I have seen it before.,No
20/01/2022 00:34:10,US,64 GB,After Q2 (No change),"September 24th, 2021",I have no Linux experience,No
20/01/2022 00:35:52,US,64 GB,After Q2 (No change),"September 24th, 2021",I have seen it before.,No
20/01/2022 00:37:44,UK,256 GB,After Q2 (No change),1633974926,I tried it once or twice before.,No
20/01/2022 00:37:54,US,256 GB,Q2 (Used to be Q1),1626460057,I tried it once or twice before.,Yes
20/01/2022 00:38:30,UK,64 GB,Q1 (Used to be December),1626455662,I have no Linux experience,Yes
20/01/2022 00:38:46,US,256 GB,Q2 (Used to be Q1),1626457675,"I run Linux on Servers, but not on my PC.",No
20/01/2022 00:39:02,US,256 GB,Q2 (Used to be Q1),1626465328,I have seen it before.,Yes
20/01/2022 00:40:06,US,512 GB,Q2 (Used to be Q1),11:04 am,I have no Linux experience,Yes
20/01/2022 00:40:36,UK,256 GB,After Q2 (No change),1629918555,I tried it once or twice before.,No
20/01/2022 00:43:34,US,256 GB,Q1 (Still Q1),1626455414,I used Linux frequently in the past.,No
20/01/2022 00:44:27,US,512 GB,Q2 (Used to be Q1),from the email from valve 10.09AM PDT,I am still using Linux frequently.,No
20/01/2022 00:44:38,US,512 GB,After Q2 (No change),0,I have no Linux experience,Yes
20/01/2022 00:46:34,US,512 GB,After Q2 (No change),1641010419,I used Linux frequently in the past.,No
20/01/2022 00:47:48,US,256 GB,Q1 (Used to be December),10:05,I have no Linux experience,No
20/01/2022 00:48:32,EU,256 GB,After Q2 (No change),1632683762,"I run Linux on Servers, but not on my PC.",No
20/01/2022 00:48:59,EU,512 GB,Q2 (Used to be Q1),1626517569,I tried it once or twice before.,Yes
20/01/2022 00:49:09,US,64 GB,Q1 (Used to be December),1626455293,I have no Linux experience,No
20/01/2022 00:50:11,US,512 GB,After Q2 (Used to be Q2),1626462626,I used Linux frequently in the past.,No
20/01/2022 00:51:10,US,64 GB,Q1 (Used to be December),10:09,I have no Linux experience,No
20/01/2022 00:54:29,EU,512 GB,Q1 (Used to be December),1626455397,I am still using Linux frequently.,No
20/01/2022 00:55:16,UK,256 GB,Q1 (Used to be December),1626455231,"I run Linux on Servers, but not on my PC.",No
20/01/2022 00:55:46,US,512 GB,Q1 (Still Q1),1626455224,I am still using Linux frequently.,No
20/01/2022 00:56:08,US,512 GB,Q1 (Used to be December),1626454823,I used Linux frequently in the past.,No
20/01/2022 00:56:58,US,64 GB,After Q2 (No change),1627595131,I have no Linux experience,No
20/01/2022 00:59:17,US,64 GB,After Q2 (No change),"September 24th, 2021",I have seen it before.,No
20/01/2022 00:59:58,EU,64 GB,Q1 (Used to be December),1626459423,I have no Linux experience,Yes
20/01/2022 01:01:35,US,512 GB,Q2 (Used to be Q1),1626457290,I tried it once or twice before.,Yes
20/01/2022 01:03:32,EU,64 GB,Q1 (Used to be December),1626467286,I tried it once or twice before.,No
20/01/2022 01:03:33,UK,64 GB,After Q2 (No change),January 16th 2022,I tried it once or twice before.,Yes
20/01/2022 01:03:42,US,512 GB,Q2 (Used to be Q1),1626455294,I have seen it before.,No
20/01/2022 01:05:29,US,512 GB,Q2 (Used to be Q1),1626455236,I have seen it before.,No
20/01/2022 01:06:53,US,512 GB,After Q2 (No change),21,I have seen it before.,Yes
20/01/2022 01:06:56,EU,256 GB,Q2 (Used to be Q1),1626691987,I tried it once or twice before.,No
20/01/2022 01:09:58,EU,256 GB,Q1 (Used to be December),1626456014,I am still using Linux frequently.,No
20/01/2022 01:10:18,US,512 GB,Q2 (Used to be Q1),1626455365,I tried it once or twice before.,No
20/01/2022 01:13:26,UK,256 GB,After Q2 (Used to be Q2),1626514227,I tried it once or twice before.,No
20/01/2022 01:13:37,US,64 GB,Q1 (Used to be December),1626455672,I have no Linux experience,No
20/01/2022 01:15:53,UK,256 GB,After Q2 (Used to be Q2),1626473550,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 01:16:42,UK,512 GB,Q2 (Used to be Q1),18.14,I have no Linux experience,No
20/01/2022 01:17:18,US,512 GB,After Q2 (Used to be Q2),1626466711,I am still using Linux frequently.,No
20/01/2022 01:17:57,EU,64 GB,After Q2 (Used to be Q2),1633798567,I tried it once or twice before.,Yes
20/01/2022 01:19:43,US,512 GB,Q2 (Used to be Q1),1626455603,I tried it once or twice before.,No
20/01/2022 01:20:12,US,512 GB,After Q2 (Used to be Q2),1626651205,I am still using Linux frequently.,No
20/01/2022 01:20:46,EU,512 GB,After Q2 (No change),1629396860,I tried it once or twice before.,No
20/01/2022 01:21:03,US,512 GB,Q1 (Still Q1),1642008351,I have no Linux experience,Yes
20/01/2022 01:21:03,US,256 GB,After Q2 (No change),1628290307,I am still using Linux frequently.,No
20/01/2022 01:21:20,EU,512 GB,Q2 (Used to be Q1),1626474059,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 01:22:03,US,64 GB,Q2 (Used to be Q1),1531,,
20/01/2022 01:23:14,US,512 GB,After Q2 (Used to be Q2),1626521254,I have seen it before.,No
20/01/2022 01:23:36,US,512 GB,After Q2 (Used to be Q2),1627581860,I have no Linux experience,No
20/01/2022 01:24:53,US,512 GB,After Q2 (Used to be Q2),1627416606,I have seen it before.,No
20/01/2022 01:24:58,US,512 GB,Q1 (Used to be December),1626454823,I tried it once or twice before.,No
20/01/2022 01:25:24,US,64 GB,After Q2 (Used to be Q2),1636133801,I have no Linux experience,Yes
20/01/2022 01:25:38,US,512 GB,Q2 (Used to be Q1),1626457282,I tried it once or twice before.,Yes
20/01/2022 01:25:47,US,512 GB,Q2 (Used to be Q1),1626457282,I tried it once or twice before.,Yes
20/01/2022 01:28:50,EU,512 GB,Q2 (Used to be Q1),"July 19, 2021",I am still using Linux frequently.,No
20/01/2022 01:28:59,EU,256 GB,Q2 (Used to be Q1),1626507208,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 01:29:19,US,512 GB,Q2 (Still Q2),1626458734,I tried it once or twice before.,Yes
20/01/2022 01:29:49,US,256 GB,After Q2 (Used to be Q2),1626553967,I have no Linux experience,No
20/01/2022 01:30:47,US,512 GB,After Q2 (No change),1629168009,I tried it once or twice before.,No
20/01/2022 01:30:52,US,512 GB,Q2 (Used to be Q1),1626455482,I have no Linux experience,Yes
20/01/2022 01:31:15,US,256 GB,Q1 (Used to be December),1626455251,"I run Linux on Servers, but not on my PC.",No
20/01/2022 01:33:36,US,256 GB,After Q2 (Used to be Q2),"https://www.google.com/url?q=https://store.steampowered.com/reservation/ajaxgetuserstate?rgReservationPackageIDs%3D%255B595603,595604,595605%255D&sa=D&source=editors&ust=1642642336765668&usg=AOvVaw15ZbPR4FlXbQEh4DE2pzOf",I have seen it before.,No
20/01/2022 01:33:44,US,256 GB,Q2 (Still Q2),1626464630,I have seen it before.,Yes
20/01/2022 01:34:03,US,512 GB,Q2 (Used to be Q1),1626455239,I tried it once or twice before.,Yes
20/01/2022 01:35:22,US,64 GB,Q1 (Used to be December),1626455508,I have seen it before.,No
20/01/2022 01:35:43,US,256 GB,Q1 (Used to be December),1626454830,I am still using Linux frequently.,No
20/01/2022 01:36:30,US,512 GB,Q1 (Used to be December),1626455113,I have no Linux experience,Yes
20/01/2022 01:40:14,US,256 GB,After Q2 (Used to be Q2),1627087753,I have seen it before.,No
20/01/2022 01:41:58,US,512 GB,Q2 (Used to be Q1),1626455879,"I run Linux on Servers, but not on my PC.",No
20/01/2022 01:42:19,US,64 GB,Q1 (Used to be December),1626455921,I tried it once or twice before.,No
20/01/2022 01:42:27,US,64 GB,Q1 (Used to be December),1626454974,I have no Linux experience,No
20/01/2022 01:43:53,EU,256 GB,Q2 (Used to be Q1),1626468613,I tried it once or twice before.,Yes
20/01/2022 01:45:17,US,256 GB,After Q2 (Used to be Q2),1626550706,I have no Linux experience,
20/01/2022 01:45:47,US,512 GB,Q2 (Used to be Q1),1626455266,I tried it once or twice before.,No
20/01/2022 01:47:05,US,512 GB,After Q2 (Used to be Q2),04:38pm,I have seen it before.,Yes
20/01/2022 01:47:13,US,512 GB,After Q2 (Used to be Q2),1626466600,I have no Linux experience,Yes
20/01/2022 01:48:07,US,256 GB,After Q2 (No change),1636473521,I used Linux frequently in the past.,Yes
20/01/2022 01:48:48,US,256 GB,After Q2 (Used to be Q2),1634779945,I have no Linux experience,Yes
20/01/2022 01:49:46,UK,512 GB,Q2 (Used to be Q1),1626455632,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 01:51:37,US,512 GB,Q2 (Used to be Q1),1626455741,I tried it once or twice before.,Yes
20/01/2022 01:52:29,US,512 GB,After Q2 (Used to be Q2),1626476003,I tried it once or twice before.,No
20/01/2022 01:52:36,EU,512 GB,Q2 (Used to be Q1),1626485201,I tried it once or twice before.,Yes
20/01/2022 01:52:46,US,512 GB,Q2 (Used to be Q1),1626455253,I am still using Linux frequently.,No
20/01/2022 01:53:09,US,512 GB,After Q2 (Used to be Q2),1626558981,I have no Linux experience,No
20/01/2022 01:53:10,US,64 GB,Q2 (Used to be Q1),1626464780,I am still using Linux frequently.,Yes
20/01/2022 01:53:32,EU,512 GB,Q1 (Still Q1),1626456335,I am still using Linux frequently.,No
20/01/2022 01:54:00,US,256 GB,After Q2 (No change),1635221594,I have no Linux experience,No
20/01/2022 01:55:05,US,512 GB,Q2 (Used to be Q1),1626457915,I am still using Linux frequently.,No
20/01/2022 01:56:10,UK,512 GB,After Q2 (Used to be Q2),1626462353,I have seen it before.,Yes
20/01/2022 01:56:15,US,256 GB,Q1 (Used to be December),10:05am,I tried it once or twice before.,Yes
20/01/2022 01:56:47,US,256 GB,Q2 (Still Q2),1626455916,I am still using Linux frequently.,Yes
20/01/2022 01:56:54,US,256 GB,Q2 (Used to be Q1),1626456335,I have seen it before.,No
20/01/2022 01:57:26,UK,512 GB,Q2 (Used to be Q1),1626455900,I am still using Linux frequently.,No
20/01/2022 01:58:42,US,512 GB,Q1 (Used to be December),1626454846,"I run Linux on Servers, but not on my PC.",No
20/01/2022 02:01:46,UK,256 GB,After Q2 (Used to be Q2),18:11:29,I have seen it before.,No
20/01/2022 02:02:10,US,256 GB,After Q2 (Used to be Q2),1626662078,I used Linux frequently in the past.,No
20/01/2022 02:02:12,US,256 GB,After Q2 (No change),"October 19, 2021",I have seen it before.,Yes
20/01/2022 02:02:15,US,512 GB,After Q2 (No change),1640232817,I am still using Linux frequently.,No
20/01/2022 02:02:20,UK,512 GB,Q1 (Used to be December),1626454813,I tried it once or twice before.,No
20/01/2022 02:02:23,US,256 GB,Q2 (Used to be Q1),1626458717,I used Linux frequently in the past.,No
20/01/2022 02:02:33,US,256 GB,After Q2 (No change),1642121520,I tried it once or twice before.,Yes
20/01/2022 02:02:41,EU,512 GB,Q2 (Used to be Q1),1626534358,"I run Linux on Servers, but not on my PC.",No
20/01/2022 02:03:09,US,256 GB,After Q2 (No change),1638549181,I used Linux frequently in the past.,Yes
20/01/2022 02:03:23,US,512 GB,After Q2 (Used to be Q2),1626500288,I used Linux frequently in the past.,No
20/01/2022 02:04:32,EU,64 GB,Q1 (Used to be December),1626455647,I tried it once or twice before.,No
20/01/2022 02:05:38,US,256 GB,Q2 (Used to be Q1),1626457293,I tried it once or twice before.,Yes
20/01/2022 02:05:59,US,256 GB,Q1 (Used to be December),1626454997,I used Linux frequently in the past.,No
20/01/2022 02:06:23,US,512 GB,After Q2 (Used to be Q2),1626463748,I am still using Linux frequently.,No
20/01/2022 02:06:28,US,512 GB,Q2 (Used to be Q1),1626455284,I tried it once or twice before.,Yes
20/01/2022 02:06:58,UK,512 GB,Q2 (Used to be Q1),1626456953,I used Linux frequently in the past.,Yes
20/01/2022 02:07:21,EU,512 GB,Q1 (Used to be December),1626455572,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 02:07:47,US,256 GB,Q1 (Used to be December),1626455221,I have no Linux experience,Yes
20/01/2022 02:07:48,UK,256 GB,After Q2 (No change),1628270711,I tried it once or twice before.,No
20/01/2022 02:08:44,US,512 GB,Q2 (Used to be Q1),1626456945,"I run Linux on Servers, but not on my PC.",No
20/01/2022 02:09:30,US,512 GB,After Q2 (No change),1635999263,I have seen it before.,No
20/01/2022 02:09:50,US,256 GB,Q1 (Used to be December),1626455247,I tried it once or twice before.,No
20/01/2022 02:09:53,US,512 GB,Q2 (Used to be Q1),1626456315,I tried it once or twice before.,No
20/01/2022 02:10:14,US,512 GB,After Q2 (Used to be Q2),1626536084,"I run Linux on Servers, but not on my PC.",No
20/01/2022 02:10:41,EU,512 GB,Q2 (Used to be Q1),18.07,I have no Linux experience,Yes
20/01/2022 02:10:45,US,64 GB,Q1 (Used to be December),1626455571,I tried it once or twice before.,No
20/01/2022 02:11:39,US,512 GB,Q2 (Used to be Q1),1626457845,"I run Linux on Servers, but not on my PC.",No
20/01/2022 02:11:54,UK,512 GB,Q2 (Used to be Q1),18.07,I have no Linux experience,Yes
20/01/2022 02:11:57,US,256 GB,After Q2 (No change),21,I tried it once or twice before.,No
20/01/2022 02:12:26,US,256 GB,Q2 (Used to be Q1),1626463734,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 02:12:49,EU,512 GB,Q1 (Used to be December),1626455407,I have no Linux experience,No
20/01/2022 02:13:37,US,64 GB,Q2 (Used to be Q1),1626458064,I used Linux frequently in the past.,No
20/01/2022 02:16:04,US,64 GB,Q1 (Used to be December),1626455891,I am still using Linux frequently.,No
20/01/2022 02:16:14,US,256 GB,Q1 (Still Q1),1626455563,I have no Linux experience,No
20/01/2022 02:16:54,US,256 GB,Q2 (Used to be Q1),1626456709,I have seen it before.,No
20/01/2022 02:18:11,US,512 GB,Q2 (Still Q2),11/23/2021,I have no Linux experience,Yes
20/01/2022 02:19:55,US,512 GB,After Q2 (Used to be Q2),1626464232,I tried it once or twice before.,No
20/01/2022 02:20:58,UK,256 GB,Q2 (Used to be Q1),1626458723,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 02:21:10,US,512 GB,After Q2 (Used to be Q2),1626797544,I am still using Linux frequently.,No
20/01/2022 02:21:40,EU,512 GB,Q2 (Used to be Q1),1626731217,I tried it once or twice before.,No
20/01/2022 02:22:17,UK,512 GB,Q1 (Used to be December),1626454854,I used Linux frequently in the past.,Yes
20/01/2022 02:23:40,US,64 GB,Q2 (Used to be Q1),"""rtReserveTime"":1626458169",I have seen it before.,No
20/01/2022 02:23:56,EU,256 GB,Q2 (Used to be Q1),1626604920,I tried it once or twice before.,No
20/01/2022 02:24:28,US,256 GB,After Q2 (Used to be Q2),1626492405,I have no Linux experience,Yes
20/01/2022 02:25:15,US,64 GB,Q1 (Used to be December),"{""bAlreadyReserved"":true,""oReservationStatus"":1,""bAllowedToReserve"":true,""rtReserveTime"":1626454991,""nReservationPackage"":595603,""strReservationMessage"":null,""nAllocatedReservationPackage"":0,""rtAllocationExpires"":0,""rgReservationPackageInfo"":[{""unPackageID"":595603,""bVisible"":true,""strFormattedFinalPrice"":""$394.00""},{""unPackageID"":595604,""bVisible"":true,""strFormattedFinalPrice"":""$529.00""},{""unPackageID"":595605,""bVisible"":true,""strFormattedFinalPrice"":""$649.00""}],""rgDepositPackageInfo"":[],""unReserveAppID"":1675200,""success"":1}",I have no Linux experience,Yes
20/01/2022 02:25:38,US,512 GB,Q2 (Used to be Q1),1626455391,I am still using Linux frequently.,No
20/01/2022 02:27:45,US,256 GB,Q2 (Used to be Q1),1626461658,I have seen it before.,Yes
20/01/2022 02:27:55,US,256 GB,Q2 (Still Q2),"{""bAlreadyReserved"":true,""oReservationStatus"":1,""bAllowedToReserve"":true,""rtReserveTime"":1626455656,""nReservationPackage"":595604,""strReservationMessage"":null,""nAllocatedReservationPackage"":0,""rtAllocationExpires"":0,""rgReservationPackageInfo"":[{""unPackageID"":595603,""bVisible"":true,""strFormattedFinalPrice"":""$399.00""},{""unPackageID"":595604,""bVisible"":true,""strFormattedFinalPrice"":""$524.00""},{""unPackageID"":595605,""bVisible"":true,""strFormattedFinalPrice"":""$649.00""}],""rgDepositPackageInfo"":[],""unReserveAppID"":1675200,""success"":1}",I am still using Linux frequently.,No
20/01/2022 02:28:14,US,512 GB,After Q2 (No change),1638150352,I have no Linux experience,No
20/01/2022 02:30:02,EU,512 GB,Q2 (Still Q2),GMT+1,I have no Linux experience,Yes
20/01/2022 02:30:34,US,256 GB,Q2 (Used to be Q1),1626458071,I have no Linux experience,Yes
20/01/2022 02:30:46,US,512 GB,After Q2 (Used to be Q2),1626460053,I am still using Linux frequently.,No
20/01/2022 02:31:46,US,256 GB,Q2 (Still Q2),1626455656,I am still using Linux frequently.,No
20/01/2022 02:32:58,EU,256 GB,After Q2 (No change),1635423926,I tried it once or twice before.,No
20/01/2022 02:33:21,US,256 GB,Q2 (Used to be Q1),1626464037,I used Linux frequently in the past.,Yes
20/01/2022 02:33:25,US,256 GB,Q1 (Used to be December),1626455239,"I run Linux on Servers, but not on my PC.",No
20/01/2022 02:35:12,UK,512 GB,After Q2 (Used to be Q2),1627060044,I tried it once or twice before.,Yes
20/01/2022 02:38:59,US,256 GB,Q2 (Used to be Q1),1626458744,I have no Linux experience,Yes
20/01/2022 02:39:18,EU,256 GB,Q2 (Used to be Q1),1626472336,I tried it once or twice before.,No
20/01/2022 02:39:21,US,256 GB,Q2 (Used to be Q1),1626461424,I used Linux frequently in the past.,Yes
20/01/2022 02:40:03,US,64 GB,Q1 (Still Q1),1626460397,I tried it once or twice before.,No
20/01/2022 02:40:53,US,512 GB,After Q2 (Used to be Q2),1626465968,I have seen it before.,No
20/01/2022 02:41:25,US,64 GB,Q1 (Still Q1)," Reserved on Fri, July 16, 2021  ",I have no Linux experience,No
20/01/2022 02:41:38,UK,256 GB,Q2 (Used to be Q1),1626456604,I used Linux frequently in the past.,Yes
20/01/2022 02:42:51,US,256 GB,After Q2 (Used to be Q2),1626672731,I used Linux frequently in the past.,Yes
20/01/2022 02:45:02,UK,256 GB,Q1 (Used to be December),1626455430,I have no Linux experience,No
20/01/2022 02:47:10,US,512 GB,After Q2 (Used to be Q2),1626465836,I am still using Linux frequently.,No
20/01/2022 02:48:28,US,512 GB,Q2 (Used to be Q1),1626455481,I am still using Linux frequently.,No
20/01/2022 02:49:14,US,64 GB,After Q2 (No change),1626634202,I used Linux frequently in the past.,No
20/01/2022 02:49:16,US,512 GB,Q2 (Used to be Q1),1626457678,I have seen it before.,No
20/01/2022 02:50:04,UK,256 GB,After Q2 (Used to be Q2),1626798704,I am still using Linux frequently.,No
20/01/2022 02:50:54,US,256 GB,After Q2 (Used to be Q2),1626489982,I tried it once or twice before.,Yes
20/01/2022 02:50:58,US,512 GB,Q2 (Still Q2),1626455660,I have no Linux experience,Yes
20/01/2022 02:53:03,US,64 GB,Q1 (Used to be December),1626466827,I tried it once or twice before.,Yes
20/01/2022 02:53:30,US,512 GB,Q2 (Used to be Q1),"5B595603,595604,595605%5D",I have seen it before.,Yes
20/01/2022 02:53:45,US,256 GB,Q2 (Used to be Q1),1626456516,I tried it once or twice before.,No
20/01/2022 02:54:47,US,512 GB,After Q2 (No change),1626699859,I am still using Linux frequently.,No
20/01/2022 02:57:20,UK,512 GB,After Q2 (Used to be Q2),1626630783,I have no Linux experience,No
20/01/2022 02:59:26,US,512 GB,After Q2 (No change),1634248487,I have no Linux experience,No
20/01/2022 03:00:45,US,512 GB,Q2 (Used to be Q1),1626456333,I used Linux frequently in the past.,No
20/01/2022 03:00:46,US,256 GB,After Q2 (Used to be Q2),1628706065,I tried it once or twice before.,Yes
20/01/2022 03:00:52,US,512 GB,Q2 (Used to be Q1),1626456192,I have seen it before.,Yes
20/01/2022 03:02:15,US,512 GB,Q1 (Used to be December),1626455221,I tried it once or twice before.,Yes
20/01/2022 03:07:37,EU,512 GB,Q2 (Used to be Q1),1626459391,I am still using Linux frequently.,No
20/01/2022 03:08:17,UK,256 GB,Q2 (Still Q2),1626455894,I tried it once or twice before.,Yes
20/01/2022 03:08:56,US,512 GB,After Q2 (Used to be Q2),626464047,I am still using Linux frequently.,No
20/01/2022 03:09:27,US,512 GB,Q1 (Used to be December),1626454826,I used Linux frequently in the past.,No
20/01/2022 03:11:22,US,512 GB,After Q2 (Used to be Q2),1626465368,I have no Linux experience,Yes
20/01/2022 03:11:25,US,256 GB,Q2 (Used to be Q1),1626456658,"I run Linux on Servers, but not on my PC.",No
20/01/2022 03:11:39,US,512 GB,Q2 (Used to be Q1),1626455706,I tried it once or twice before.,No
20/01/2022 03:12:42,US,256 GB,Q2 (Used to be Q1),1626464551,I tried it once or twice before.,Yes
20/01/2022 03:13:15,US,512 GB,After Q2 (Used to be Q2),1626464047,I am still using Linux frequently.,No
