Timestamp,Where did you reserve your Steam Deck?,Which model did you reserve?,What is your estimate?,What is your timestamp?,How experienced are you with Linux?,Would you like to Dual Boot Windows on your Steam Deck?
20/01/2022 10:38:58,EU,512 GB,Q1 (Used to be December),1626455699,I am still using Linux frequently.,No
20/01/2022 10:39:36,EU,256 GB,After Q2 (No change),After Q2,I have no Linux experience,No
20/01/2022 10:40:21,EU,512 GB,Q1 (Used to be December),1626455066,I used Linux frequently in the past.,No
20/01/2022 10:42:43,EU,256 GB,Q2 (Still Q2),1626598418,I tried it once or twice before.,Yes
20/01/2022 10:43:21,UK,256 GB,Q2 (Used to be Q1),1626455993,I have no Linux experience,No
20/01/2022 10:48:32,EU,256 GB,Q2 (Still Q2),.,I used Linux frequently in the past.,No
20/01/2022 10:50:14,UK,512 GB,After Q2 (Used to be Q2),Na,I have no Linux experience,Yes
20/01/2022 10:52:43,UK,512 GB,Q2 (Used to be Q1),1626457055,I tried it once or twice before.,No
20/01/2022 10:58:57,EU,256 GB,Q1 (Used to be December),1626455903,I have no Linux experience,No
20/01/2022 10:59:02,EU,64 GB,Q1 (Used to be December),1626459129,I used Linux frequently in the past.,No
20/01/2022 11:02:39,EU,512 GB,Q2 (Used to be Q1),1626460475,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 11:06:31,EU,256 GB,Q1 (Used to be December),1626455237,I used Linux frequently in the past.,Yes
20/01/2022 11:08:10,EU,256 GB,Q2 (Used to be Q1),1626460480,I tried it once or twice before.,Yes
20/01/2022 11:08:55,EU,512 GB,After Q2 (Used to be Q2),1626468525,I am still using Linux frequently.,No
20/01/2022 11:09:29,UK,512 GB,Q2 (Used to be Q1),1626456122,I am still using Linux frequently.,Yes
20/01/2022 11:11:24,UK,512 GB,After Q2 (No change),595605,"I run Linux on Servers, but not on my PC.",No
20/01/2022 11:11:41,EU,256 GB,Q1 (Used to be December),1626455753,I have no Linux experience,No
20/01/2022 11:12:39,UK,512 GB,After Q2 (No change),1675200,"I run Linux on Servers, but not on my PC.",No
20/01/2022 11:14:15,EU,512 GB,Q1 (Used to be December),1626454996,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 11:16:00,UK,512 GB,After Q2 (Used to be Q2),1626556407,I have no Linux experience,Yes
20/01/2022 11:18:26,EU,256 GB,Q2 (Used to be Q1),1626636063,I have no Linux experience,No
20/01/2022 11:19:31,UK,512 GB,Q2 (Used to be Q1),1626455920,I have seen it before.,No
20/01/2022 11:19:37,EU,64 GB,Q2 (Used to be Q1),q2,,
20/01/2022 11:19:46,EU,256 GB,Q2 (Used to be Q1),1626459100,I am still using Linux frequently.,No
20/01/2022 11:21:08,EU,512 GB,Q2 (Used to be Q1),1626586385,I am still using Linux frequently.,No
20/01/2022 11:23:13,EU,256 GB,Q2 (Used to be Q1),1626520727,I tried it once or twice before.,No
20/01/2022 11:23:33,US,256 GB,After Q2 (Used to be Q2),1626481202,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 11:23:40,UK,256 GB,After Q2 (Used to be Q2),1628277444,I tried it once or twice before.,Yes
20/01/2022 11:28:04,UK,256 GB,Q2 (Used to be Q1),1626458741,I used Linux frequently in the past.,No
20/01/2022 11:29:16,EU,256 GB,Q1 (Still Q1),1626456973,I used Linux frequently in the past.,No
20/01/2022 11:30:44,EU,512 GB,After Q2 (No change),1642257897,"I run Linux on Servers, but not on my PC.",No
20/01/2022 11:31:02,EU,512 GB,Q1 (Used to be December),1626455500,I am still using Linux frequently.,No
20/01/2022 11:31:09,US,256 GB,After Q2 (No change),1636823716,I have no Linux experience,Yes
20/01/2022 11:32:41,EU,256 GB,Q2 (Used to be Q1),1626512881,I tried it once or twice before.,Yes
20/01/2022 11:33:58,UK,512 GB,Q2 (Still Q2),1626455919,I am still using Linux frequently.,No
20/01/2022 11:36:56,UK,512 GB,After Q2 (Used to be Q2),1626459133,I tried it once or twice before.,No
20/01/2022 11:38:11,EU,512 GB,Q1 (Used to be December),1626455443,I am still using Linux frequently.,No
20/01/2022 11:40:26,EU,512 GB,Q2 (Still Q2),1626501188,"I run Linux on Servers, but not on my PC.",No
20/01/2022 11:42:14,US,256 GB,Q2 (Still Q2),1626465933,I have seen it before.,Yes
20/01/2022 11:42:54,UK,256 GB,Q1 (Used to be December),1626455002,I have no Linux experience,Yes
20/01/2022 11:42:59,EU,256 GB,Q2 (Still Q2),GMT +1,I have no Linux experience,No
20/01/2022 11:44:51,UK,512 GB,After Q2 (Used to be Q2),1626788131,I am still using Linux frequently.,Yes
20/01/2022 11:46:27,US,512 GB,Q2 (Still Q2),1626459099,I tried it once or twice before.,No
20/01/2022 11:48:08,EU,256 GB,Q2 (Still Q2),1626133300,I tried it once or twice before.,No
20/01/2022 11:49:03,UK,512 GB,Q2 (Used to be Q1),1626457055,I tried it once or twice before.,No
20/01/2022 11:50:58,UK,256 GB,Q1 (Used to be December),1626454979,I tried it once or twice before.,No
20/01/2022 11:51:16,EU,512 GB,After Q2 (No change),1630078883,I have no Linux experience,Yes
20/01/2022 11:53:42,EU,512 GB,Q2 (Used to be Q1),1626458033,,
20/01/2022 11:54:31,UK,64 GB,Q2 (Used to be Q1),1626547572,I tried it once or twice before.,No
20/01/2022 11:57:07,US,512 GB,After Q2 (Used to be Q2),1626652568,I tried it once or twice before.,Yes
20/01/2022 11:57:28,EU,64 GB,Q2 (Used to be Q1),1626797195,I have seen it before.,No
20/01/2022 11:57:32,US,512 GB,Q2 (Used to be Q1),1626456196,I tried it once or twice before.,Yes
20/01/2022 12:05:02,EU,512 GB,After Q2 (No change),1630593571,I am still using Linux frequently.,Yes
20/01/2022 12:08:48,EU,512 GB,Q1 (Used to be December),1675200,I used Linux frequently in the past.,No
20/01/2022 12:09:25,US,512 GB,Q2 (Used to be Q1),1626455569,I used Linux frequently in the past.,Yes
20/01/2022 12:09:29,EU,256 GB,Q1 (Used to be December),1626457296,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 12:15:54,EU,256 GB,Q2 (Used to be Q1),1626468678,"I run Linux on Servers, but not on my PC.",No
20/01/2022 12:16:25,EU,512 GB,Q1 (Used to be December),1626455554,I am still using Linux frequently.,No
20/01/2022 12:20:35,EU,512 GB,Q1 (Used to be December),www.youtube.com/channel/UCYXUe7VF9KN-ASABNHN0pCw,I am still using Linux frequently.,No
20/01/2022 12:20:53,EU,256 GB,After Q2 (No change),1637766085,I tried it once or twice before.,No
20/01/2022 12:22:01,EU,256 GB,Q2 (Used to be Q1),1626521135,"I run Linux on Servers, but not on my PC.",No
20/01/2022 12:26:42,US,512 GB,Q2 (Used to be Q1),1626459112,I tried it once or twice before.,No
20/01/2022 12:30:50,EU,64 GB,Q1 (Used to be December),1626464067,I tried it once or twice before.,No
20/01/2022 12:32:33,EU,512 GB,Q2 (Used to be Q1),1626455534,I am still using Linux frequently.,No
20/01/2022 12:33:31,EU,512 GB,Q2 (Used to be Q1),1628852789,I am still using Linux frequently.,No
20/01/2022 12:34:27,US,512 GB,Q2 (Used to be Q1),1626455602,I have no Linux experience,Yes
20/01/2022 12:35:14,EU,64 GB,Q2 (Used to be Q1),1626791465,I tried it once or twice before.,Yes
20/01/2022 12:36:34,US,512 GB,After Q2 (No change),1633809514,"I run Linux on Servers, but not on my PC.",No
20/01/2022 12:38:14,UK,256 GB,Q2 (Still Q2),1626457280,I used Linux frequently in the past.,No
20/01/2022 12:38:42,EU,512 GB,Q2 (Used to be Q1),1626459142,I used Linux frequently in the past.,No
20/01/2022 12:39:24,EU,256 GB,After Q2 (No change),1633978601,I am still using Linux frequently.,No
20/01/2022 12:42:34,EU,512 GB,Q2 (Used to be Q1),1626457822,I am still using Linux frequently.,Yes
20/01/2022 12:43:55,US,64 GB,Q1 (Used to be December),1626455269,I tried it once or twice before.,No
20/01/2022 12:47:25,US,512 GB,Q2 (Still Q2),1626459424,I tried it once or twice before.,No
20/01/2022 12:47:42,US,512 GB,After Q2 (Used to be Q2),1626491514,I am still using Linux frequently.,No
20/01/2022 12:48:17,EU,512 GB,Q1 (Used to be December),1626455651,I am still using Linux frequently.,Yes
20/01/2022 12:48:54,US,512 GB,After Q2 (Used to be Q2),1626501895,I used Linux frequently in the past.,No
20/01/2022 12:54:52,EU,512 GB,Q1 (Used to be December),1626455586,I tried it once or twice before.,Yes
20/01/2022 12:55:15,EU,512 GB,Q1 (Still Q1),1626455079,I tried it once or twice before.,Yes
20/01/2022 12:56:32,EU,512 GB,Q1 (Used to be December),1626454859,I used Linux frequently in the past.,No
20/01/2022 12:57:37,US,512 GB,Q2 (Used to be Q1),1626455763,I used Linux frequently in the past.,No
20/01/2022 12:58:45,EU,256 GB,Q2 (Used to be Q1),1626462113,I have seen it before.,No
20/01/2022 13:00:26,US,512 GB,Q2 (Used to be Q1),1626458173,I am still using Linux frequently.,No
20/01/2022 13:04:10,EU,512 GB,Q2 (Used to be Q1),1626459381,I am still using Linux frequently.,No
20/01/2022 13:04:56,EU,256 GB,Q1 (Still Q1),1675200,I used Linux frequently in the past.,No
20/01/2022 13:05:21,EU,64 GB,Q1 (Used to be December),1626459376,I am still using Linux frequently.,No
20/01/2022 13:09:43,US,512 GB,After Q2 (No change),1641013391,I have no Linux experience,No
20/01/2022 13:21:30,EU,64 GB,Q1 (Used to be December),1626463916,I tried it once or twice before.,No
20/01/2022 13:29:59,US,256 GB,Q2 (Still Q2),21,I have seen it before.,Yes
20/01/2022 13:30:36,EU,512 GB,After Q2 (No change),1635966063,I am still using Linux frequently.,No
20/01/2022 13:31:39,UK,256 GB,After Q2 (No change),1639669578,I tried it once or twice before.,Yes
20/01/2022 13:36:38,US,512 GB,Q2 (Used to be Q1),1630786785,I have no Linux experience,No
20/01/2022 13:36:56,EU,512 GB,Q2 (Used to be Q1),1626460522,I am still using Linux frequently.,No
20/01/2022 13:40:38,EU,512 GB,Q2 (Used to be Q1),1626600991,I used Linux frequently in the past.,No
20/01/2022 13:42:57,EU,512 GB,After Q2 (Used to be Q2),1632214742,I am still using Linux frequently.,No
20/01/2022 13:43:15,US,64 GB,Q2 (Used to be Q1),1626481408,I have no Linux experience,No
20/01/2022 13:50:16,US,256 GB,Q2 (Used to be Q1),July 16 12:10 EST,I tried it once or twice before.,No
20/01/2022 13:51:16,EU,64 GB,Q2 (Used to be Q1),1626730000,I am still using Linux frequently.,No
20/01/2022 13:54:21,EU,256 GB,Q2 (Used to be Q1),1626603925,I used Linux frequently in the past.,No
20/01/2022 14:05:01,EU,512 GB,Q2 (Still Q2),1626729314,I am still using Linux frequently.,No
20/01/2022 14:11:27,US,256 GB,After Q2 (Used to be Q2),1675200,I tried it once or twice before.,No
20/01/2022 14:12:54,UK,512 GB,After Q2 (No change),1626471948,I have no Linux experience,No
20/01/2022 14:15:05,EU,512 GB,Q2 (Still Q2),1626456138,I used Linux frequently in the past.,No
20/01/2022 14:15:15,EU,256 GB,Q2 (Still Q2),1626133300,I have no Linux experience,No
20/01/2022 14:16:52,EU,512 GB,Q1 (Used to be December),1626455535,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 14:18:13,US,512 GB,After Q2 (No change),1627823918,I am still using Linux frequently.,No
20/01/2022 14:20:27,EU,64 GB,After Q2 (No change),1634225228,I used Linux frequently in the past.,Yes
20/01/2022 14:26:46,US,512 GB,After Q2 (Used to be Q2),1626577467,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 14:27:59,EU,256 GB,Q2 (Used to be Q1),1626464037,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 14:30:26,EU,256 GB,Q2 (Used to be Q1),1626523474,I tried it once or twice before.,Yes
20/01/2022 14:35:46,UK,512 GB,After Q2 (Used to be Q2),1627021864,I am still using Linux frequently.,No
20/01/2022 14:39:26,US,256 GB,Q2 (Used to be Q1),1626460050,I used Linux frequently in the past.,No
20/01/2022 14:41:03,UK,512 GB,Q1 (Used to be December),1626454857,I tried it once or twice before.,No
20/01/2022 14:47:13,UK,256 GB,Q2 (Still Q2),1626972785,I have no Linux experience,No
20/01/2022 14:47:39,EU,256 GB,Q1 (Used to be December),1626455334,I am still using Linux frequently.,Yes
20/01/2022 14:50:27,US,256 GB,Q1 (Used to be December),1626455220,I have no Linux experience,Yes
20/01/2022 14:50:57,UK,512 GB,Q2 (Used to be Q1),no idea,I tried it once or twice before.,No
20/01/2022 14:52:02,US,64 GB,After Q2 (No change),1628711578,I have no Linux experience,No
20/01/2022 14:57:06,EU,256 GB,Q2 (Used to be Q1),1626785181,"I run Linux on Servers, but not on my PC.",No
20/01/2022 14:58:33,EU,512 GB,After Q2 (Used to be Q2),windows,I have no Linux experience,No
20/01/2022 14:58:34,US,512 GB,Q2 (Used to be Q1),1626455627,I used Linux frequently in the past.,Yes
20/01/2022 15:02:34,EU,256 GB,After Q2 (No change),1640530034,I have no Linux experience,Yes
20/01/2022 15:05:43,US,256 GB,Q2 (Used to be Q1),1626459130,"I run Linux on Servers, but not on my PC.",No
20/01/2022 15:07:54,UK,512 GB,After Q2 (Used to be Q2),1626470756,"I run Linux on Servers, but not on my PC.",No
20/01/2022 15:11:41,EU,256 GB,After Q2 (No change),1633955501,I have seen it before.,No
20/01/2022 15:15:52,US,256 GB,Q2 (Used to be Q1),1626465507,I tried it once or twice before.,No
20/01/2022 15:19:45,US,64 GB,After Q2 (Used to be Q2),1626456988,I am still using Linux frequently.,No
20/01/2022 15:23:45,EU,256 GB,Q2 (Still Q2),1626459425,I am still using Linux frequently.,No
20/01/2022 15:26:48,US,256 GB,After Q2 (No change),1636743880,I used Linux frequently in the past.,No
20/01/2022 15:30:32,EU,256 GB,Q2 (Still Q2),1626631838,I used Linux frequently in the past.,No
20/01/2022 15:35:16,US,512 GB,After Q2 (Used to be Q2),1626696528,I tried it once or twice before.,Yes
20/01/2022 15:35:28,EU,64 GB,Q2 (Still Q2),1626462023,I tried it once or twice before.,Yes
20/01/2022 15:36:11,UK,512 GB,After Q2 (Used to be Q2),1626461383,I am still using Linux frequently.,No
20/01/2022 15:37:22,US,512 GB,Q2 (Used to be Q1),1626459140,I tried it once or twice before.,No
20/01/2022 15:40:25,EU,512 GB,Q2 (Used to be Q1),1626463504,I used Linux frequently in the past.,No
20/01/2022 15:40:28,EU,256 GB,Q1 (Used to be December),1626455224,I tried it once or twice before.,No
20/01/2022 15:42:47,US,256 GB,After Q2 (No change),1627009513,I tried it once or twice before.,No
20/01/2022 15:43:12,EU,512 GB,After Q2 (No change),1633713206,I am still using Linux frequently.,No
20/01/2022 15:44:59,UK,512 GB,Q1 (Still Q1),1626455078,I am still using Linux frequently.,Yes
20/01/2022 15:45:22,US,256 GB,After Q2 (No change),1629873960,I am still using Linux frequently.,No
20/01/2022 15:45:40,US,512 GB,Q2 (Still Q2),1675200,I have no Linux experience,Yes
20/01/2022 15:46:00,US,512 GB,Q1 (Used to be December),1626455224,"I run Linux on Servers, but not on my PC.",No
20/01/2022 15:46:03,US,256 GB,After Q2 (Used to be Q2),November 3rd 2021,I have no Linux experience,Yes
20/01/2022 15:46:39,US,512 GB,After Q2 (Used to be Q2),"Jul 16, 2021 @ 7:53pm",I have no Linux experience,Yes
20/01/2022 15:47:22,EU,256 GB,Q1 (Still Q1),1626456957,I tried it once or twice before.,Yes
20/01/2022 15:47:29,US,512 GB,Q2 (Used to be Q1),1626459119,I have seen it before.,No
20/01/2022 15:49:07,UK,512 GB,After Q2 (Used to be Q2),1642231636,I have no Linux experience,Yes
20/01/2022 15:49:44,US,64 GB,Q2 (Used to be Q1),1626477696,I used Linux frequently in the past.,No
20/01/2022 15:50:00,EU,256 GB,After Q2 (No change),1638698230,I am still using Linux frequently.,No
20/01/2022 15:51:06,EU,512 GB,Q2 (Used to be Q1),1626465640,I used Linux frequently in the past.,Yes
20/01/2022 15:51:48,EU,512 GB,Q1 (Used to be December),1626455520,I tried it once or twice before.,Yes
20/01/2022 15:51:57,US,256 GB,After Q2 (No change),1626588039,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 15:55:12,EU,512 GB,Q2 (Used to be Q1),1626511861,I have no Linux experience,No
20/01/2022 15:55:38,US,512 GB,Q1 (Used to be December),1626454815,I am still using Linux frequently.,Yes
20/01/2022 15:56:22,EU,512 GB,Q2 (Used to be Q1),1626522356,I tried it once or twice before.,Yes
20/01/2022 15:56:49,US,256 GB,Q1 (Used to be December),1626455266,I used Linux frequently in the past.,Yes
20/01/2022 15:57:46,US,512 GB,Q2 (Used to be Q1),1626455593,I tried it once or twice before.,No
20/01/2022 15:58:24,EU,512 GB,Q1 (Used to be December),1626455511,I used Linux frequently in the past.,Yes
20/01/2022 15:59:25,US,512 GB,After Q2 (Used to be Q2),1626532857,I tried it once or twice before.,No
20/01/2022 16:00:08,US,512 GB,Q2 (Still Q2),1626459378,I used Linux frequently in the past.,No
20/01/2022 16:00:24,US,512 GB,After Q2 (Used to be Q2),1626463509,I tried it once or twice before.,No
20/01/2022 16:00:26,US,256 GB,Q2 (Used to be Q1),1626456310,I am still using Linux frequently.,No
20/01/2022 16:00:43,US,256 GB,After Q2 (Used to be Q2),1626637911,I tried it once or twice before.,Yes
20/01/2022 16:01:36,US,512 GB,Q2 (Used to be Q1),1626455890,I am still using Linux frequently.,No
20/01/2022 16:02:38,US,256 GB,Q2 (Still Q2),1632437687,I tried it once or twice before.,No
20/01/2022 16:03:02,EU,256 GB,Q2 (Used to be Q1),1626555144,I tried it once or twice before.,No
20/01/2022 16:03:09,US,256 GB,Q2 (Used to be Q1),1626464934,I tried it once or twice before.,Yes
20/01/2022 16:04:16,US,256 GB,Q1 (Used to be December),1626454838,I tried it once or twice before.,No
20/01/2022 16:06:21,US,256 GB,After Q2 (Used to be Q2),July 17th 2021,I tried it once or twice before.,Yes
20/01/2022 16:07:29,US,256 GB,After Q2 (No change),After Q2,I tried it once or twice before.,No
20/01/2022 16:08:34,UK,64 GB,Q1 (Used to be December),1626454854,I tried it once or twice before.,No
20/01/2022 16:08:59,EU,512 GB,After Q2 (No change),1633272047,"I run Linux on Servers, but not on my PC.",No
20/01/2022 16:12:18,EU,256 GB,Q1 (Used to be December),1626455905,I have seen it before.,No
20/01/2022 16:13:36,UK,512 GB,Q2 (Used to be Q1),1626456176,I am still using Linux frequently.,No
20/01/2022 16:13:48,UK,512 GB,After Q2 (Used to be Q2),1675200,I have no Linux experience,No
20/01/2022 16:14:05,US,512 GB,Q2 (Used to be Q1),1626458347,I tried it once or twice before.,Yes
20/01/2022 16:14:36,US,256 GB,Q1 (Used to be December),1626455221,"I run Linux on Servers, but not on my PC.",No
20/01/2022 16:15:46,EU,64 GB,Q2 (Used to be Q1),1626523766,I have seen it before.,No
20/01/2022 16:15:48,UK,512 GB,Q2 (Used to be Q1),1626455365,I tried it once or twice before.,No
20/01/2022 16:17:21,US,512 GB,After Q2 (No change),1634312040,I have seen it before.,Yes
20/01/2022 16:19:09,US,512 GB,After Q2 (Used to be Q2),1626650423,I am still using Linux frequently.,No
20/01/2022 16:19:40,US,256 GB,Q1 (Used to be December),1626454970,I have no Linux experience,No
20/01/2022 16:21:16,US,512 GB,Q2 (Used to be Q1),1626456711,I have no Linux experience,No
20/01/2022 16:22:26,UK,512 GB,Q2 (Used to be Q1),1626455899,I tried it once or twice before.,No
20/01/2022 16:23:31,UK,64 GB,Q1 (Used to be December),1626455587,I am still using Linux frequently.,No
20/01/2022 16:23:32,UK,64 GB,After Q2 (Used to be Q2),1635539885,I am still using Linux frequently.,No
20/01/2022 16:23:45,US,64 GB,Q2 (Used to be Q1),1626463929,I tried it once or twice before.,No
20/01/2022 16:24:42,US,64 GB,Q1 (Used to be December),1626455213,I used Linux frequently in the past.,No
20/01/2022 16:28:22,US,512 GB,After Q2 (Used to be Q2),1626461650,"I run Linux on Servers, but not on my PC.",No
20/01/2022 16:28:54,US,256 GB,Q2 (Used to be Q1),1626460344,I have no Linux experience,Yes
20/01/2022 16:29:23,US,512 GB,After Q2 (No change),1633878584,I am still using Linux frequently.,No
20/01/2022 16:35:03,EU,512 GB,Q2 (Used to be Q1),1626466080,"I run Linux on Servers, but not on my PC.",No
20/01/2022 16:36:40,US,256 GB,Q2 (Used to be Q1),1626457292,I tried it once or twice before.,No
20/01/2022 16:37:48,US,512 GB,After Q2 (Used to be Q2),1626461143,I used Linux frequently in the past.,No
20/01/2022 16:38:12,US,512 GB,Q2 (Used to be Q1),1626455991,I have no Linux experience,No
20/01/2022 16:38:57,UK,512 GB,After Q2 (No change),1639080928,I have seen it before.,No
20/01/2022 16:39:08,EU,512 GB,Q1 (Still Q1),1626456334,I tried it once or twice before.,No
20/01/2022 16:39:21,EU,512 GB,Q2 (Still Q2),23rd november 2021,I used Linux frequently in the past.,No
20/01/2022 16:39:31,EU,512 GB,Q2 (Used to be Q1),1626520448,I have seen it before.,Yes
20/01/2022 16:40:10,EU,256 GB,Q2 (Used to be Q1),1626997301,I am still using Linux frequently.,No
20/01/2022 16:40:31,EU,512 GB,After Q2 (No change),"https://store.steampowered.com/reservation/ajaxgetuserstate?rgReservationPackageIDs=%5B595603,595604,595605%5D",I have no Linux experience,No
20/01/2022 16:41:01,US,256 GB,Q2 (Used to be Q1),1626457292,"I run Linux on Servers, but not on my PC.",No
20/01/2022 16:42:44,US,64 GB,Q2 (Used to be Q1),1626463482,I tried it once or twice before.,No
20/01/2022 16:44:09,EU,512 GB,Q1 (Used to be December),1626455537,I tried it once or twice before.,Yes
20/01/2022 16:44:25,US,512 GB,After Q2 (Used to be Q2),1626722945,I tried it once or twice before.,No
20/01/2022 16:46:04,UK,64 GB,Q1 (Used to be December),1626455759,I tried it once or twice before.,Yes
20/01/2022 16:46:19,US,64 GB,Q1 (Used to be December),1626456008,I tried it once or twice before.,No
20/01/2022 16:47:04,US,512 GB,After Q2 (Used to be Q2),1626456330,I am still using Linux frequently.,No
20/01/2022 16:48:57,US,64 GB,Q1 (Still Q1),1626456182,"I run Linux on Servers, but not on my PC.",No
20/01/2022 16:52:37,US,512 GB,Q2 (Used to be Q1),1626455764,I tried it once or twice before.,No
20/01/2022 16:52:47,US,512 GB,Q2 (Used to be Q1),1626455532,I have no Linux experience,Yes
20/01/2022 16:53:17,US,512 GB,Q1 (Used to be December),1626454855,I tried it once or twice before.,No
20/01/2022 16:55:11,US,512 GB,After Q2 (Used to be Q2),1626472189,I have no Linux experience,No
20/01/2022 16:55:16,US,256 GB,Q2 (Used to be Q1),1626455870,I have seen it before.,No
20/01/2022 16:57:16,US,256 GB,After Q2 (Used to be Q2),1628122951,I have no Linux experience,No
20/01/2022 16:57:18,US,256 GB,After Q2 (Used to be Q2),1632449257,I tried it once or twice before.,No
20/01/2022 16:59:53,US,512 GB,After Q2 (Used to be Q2),1635467281,I have no Linux experience,No
20/01/2022 17:00:17,EU,64 GB,Q1 (Used to be December),1626458725,I tried it once or twice before.,Yes
20/01/2022 17:00:37,UK,256 GB,After Q2 (Used to be Q2),1626465620,I have no Linux experience,Yes
20/01/2022 17:02:55,US,256 GB,Q1 (Used to be December),1626455231,I am still using Linux frequently.,Yes
20/01/2022 17:03:22,UK,512 GB,Q2 (Used to be Q1),1626457283,"I run Linux on Servers, but not on my PC.",No
20/01/2022 17:07:49,US,512 GB,Q2 (Used to be Q1),1626455547,I tried it once or twice before.,Yes
20/01/2022 17:09:57,US,512 GB,After Q2 (Used to be Q2),1626564066,I tried it once or twice before.,No
20/01/2022 17:14:46,US,64 GB,After Q2 (No change),1627762406,I used Linux frequently in the past.,Yes
20/01/2022 17:15:15,US,512 GB,After Q2 (Used to be Q2),1626460582,I am still using Linux frequently.,No
20/01/2022 17:18:11,US,256 GB,Q2 (Used to be Q1),1626475918,I have no Linux experience,No
20/01/2022 17:18:45,US,512 GB,After Q2 (Used to be Q2),1626459882,I tried it once or twice before.,No
20/01/2022 17:20:18,US,256 GB,Q2 (Still Q2),1626460343,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 17:20:33,EU,512 GB,Q1 (Still Q1),1626455765,I have no Linux experience,No
20/01/2022 17:27:44,US,512 GB,After Q2 (Used to be Q2),1626574932,I tried it once or twice before.,No
20/01/2022 17:28:58,US,512 GB,Q2 (Used to be Q1),1626456142,I am still using Linux frequently.,No
20/01/2022 17:29:53,EU,512 GB,Q2 (Used to be Q1),1626466060,I am still using Linux frequently.,No
20/01/2022 17:30:16,US,512 GB,After Q2 (No change),1628384140,I tried it once or twice before.,No
20/01/2022 17:31:46,EU,256 GB,Q2 (Still Q2),1632469187,"I run Linux on Servers, but not on my PC.",No
20/01/2022 17:32:14,US,256 GB,After Q2 (No change),1627529166,I am still using Linux frequently.,No
20/01/2022 17:33:51,UK,512 GB,After Q2 (Used to be Q2),1626462347,"I run Linux on Servers, but not on my PC.",Yes
20/01/2022 17:35:45,EU,64 GB,Q1 (Used to be December),1626467525,I have seen it before.,No
20/01/2022 17:35:47,EU,64 GB,Q1 (Used to be December),Sorry but what?,I tried it once or twice before.,No
20/01/2022 17:36:01,EU,512 GB,Q1 (Used to be December),1626455166,"I run Linux on Servers, but not on my PC.",No
20/01/2022 17:36:32,US,512 GB,Q2 (Still Q2),1626460480,I tried it once or twice before.,Yes
20/01/2022 17:36:41,EU,64 GB,After Q2 (No change),1641310517,I am still using Linux frequently.,No
20/01/2022 17:37:43,US,256 GB,Q2 (Used to be Q1),1626455628,I tried it once or twice before.,Yes
20/01/2022 17:42:03,EU,256 GB,Q1 (Used to be December),1626455597,I used Linux frequently in the past.,Yes
20/01/2022 17:42:40,EU,256 GB,After Q2 (Used to be Q2),1626465019,I have no Linux experience,Yes
20/01/2022 17:44:24,EU,512 GB,Q2 (Used to be Q1),1626466547,I used Linux frequently in the past.,Yes
20/01/2022 17:46:18,US,512 GB,Q1 (Used to be December),10:02,I am still using Linux frequently.,No
20/01/2022 17:47:27,US,512 GB,Q1 (Used to be December),1626455216,"I run Linux on Servers, but not on my PC.",No
20/01/2022 17:48:35,US,512 GB,Q2 (Still Q2),1626457294,I have seen it before.,Yes
20/01/2022 17:50:39,US,512 GB,Q1 (Still Q1),1626455222,I tried it once or twice before.,Yes
20/01/2022 17:51:24,US,64 GB,Q1 (Used to be December),1626455563,"I run Linux on Servers, but not on my PC.",No
20/01/2022 17:54:05,US,512 GB,Q2 (Used to be Q1),5,I tried it once or twice before.,Yes
20/01/2022 17:55:04,US,512 GB,Q2 (Used to be Q1),1626458745,I am still using Linux frequently.,No
20/01/2022 17:56:41,US,256 GB,Q1 (Used to be December),1626454947,I am still using Linux frequently.,Yes
20/01/2022 17:58:01,US,512 GB,Q2 (Used to be Q1),1626458597,I have no Linux experience,Yes
20/01/2022 18:01:37,EU,256 GB,Q2 (Used to be Q1),1626614714,I tried it once or twice before.,Yes
20/01/2022 18:06:43,EU,256 GB,After Q2 (No change),1641346789,I tried it once or twice before.,Yes
20/01/2022 18:09:55,US,64 GB,After Q2 (Used to be Q2),1626844333,I tried it once or twice before.,No
20/01/2022 18:10:22,US,512 GB,Q1 (Used to be December),1626454973,I have no Linux experience,Yes
20/01/2022 18:13:32,US,512 GB,Q1 (Still Q1),1626455227,I tried it once or twice before.,No
20/01/2022 18:15:48,US,512 GB,Q2 (Used to be Q1),1626456193,"I run Linux on Servers, but not on my PC.",No
20/01/2022 18:15:50,US,256 GB,Q2 (Used to be Q1),1626458722,I am still using Linux frequently.,No
20/01/2022 18:16:06,US,256 GB,Q2 (Used to be Q1),1626456777,I tried it once or twice before.,Yes
20/01/2022 18:16:26,US,512 GB,Q2 (Still Q2),1626455879,I tried it once or twice before.,No
20/01/2022 18:16:29,UK,512 GB,After Q2 (Used to be Q2),1626458731,I tried it once or twice before.,Yes
20/01/2022 18:16:50,US,256 GB,Q2 (Used to be Q1),1626465617,I am still using Linux frequently.,No
